id,urgency,grievance,department
87683,NORMAL,Butwal का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। धेरै परिवार प्रभावित छन्।,"Infrastructure, Utilities & Natural Resources"
87684,NORMAL,Chitwan का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। धेरै परिवार प्रभावित छन्।,"Infrastructure, Utilities & Natural Resources"
87685,NORMAL,Sunsari बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87686,NORMAL,Chitwan का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। यो मुद्दा महिनौंदेखि चलेको छ।,"Infrastructure, Utilities & Natural Resources"
87687,NORMAL,Sunsari का साना सडकमा रोड संकेतहरु थपिदिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87688,NORMAL,Bhaktapur का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87689,NORMAL,Hetauda का साना सडकमा रोड संकेतहरु थपिदिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87690,NORMAL,Sunsari बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। तस्वीरहरु अनुरोध गरेमा दिन्छु।,"Infrastructure, Utilities & Natural Resources"
87691,NORMAL,Sindhupalchok मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। तस्वीरहरु अनुरोध गरेमा दिन्छु।,"Infrastructure, Utilities & Natural Resources"
87692,NORMAL,Hetauda मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्।,"Infrastructure, Utilities & Natural Resources"
87693,NORMAL,Lalitpur मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87694,NORMAL,Pokhara मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। कार्यालयको छिटो कदमको आशा छ। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Infrastructure, Utilities & Natural Resources"
87695,NORMAL,Makwanpur मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87696,NORMAL,Rautahat बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। तस्वीरहरु अनुरोध गरेमा दिन्छु।,"Infrastructure, Utilities & Natural Resources"
87697,NORMAL,Dharan का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। कार्यालयको छिटो कदमको आशा छ।,"Infrastructure, Utilities & Natural Resources"
87698,NORMAL,Hetauda का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। यो मुद्दा महिनौंदेखि चलेको छ।,"Infrastructure, Utilities & Natural Resources"
87699,NORMAL,Biratnagar का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। तस्वीरहरु अनुरोध गरेमा दिन्छु।,"Infrastructure, Utilities & Natural Resources"
87700,NORMAL,Dharan का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। यो मुद्दा महिनौंदेखि चलेको छ।,"Infrastructure, Utilities & Natural Resources"
87701,NORMAL,Janakpur मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। धेरै परिवार प्रभावित छन्।,"Infrastructure, Utilities & Natural Resources"
87702,NORMAL,Makwanpur बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। यो मुद्दा महिनौंदेखि चलेको छ।,"Infrastructure, Utilities & Natural Resources"
87703,NORMAL,Kailali मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। कार्यालयको छिटो कदमको आशा छ।,"Infrastructure, Utilities & Natural Resources"
87704,NORMAL,Bardiya मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Infrastructure, Utilities & Natural Resources"
87705,NORMAL,Kailali मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्।,"Infrastructure, Utilities & Natural Resources"
87706,NORMAL,Pokhara मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्।,"Infrastructure, Utilities & Natural Resources"
87707,NORMAL,Janakpur का साना सडकमा रोड संकेतहरु थपिदिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87708,NORMAL,Mahottari मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्।,"Infrastructure, Utilities & Natural Resources"
87709,NORMAL,Rautahat बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। यो मुद्दा महिनौंदेखि चलेको छ।,"Infrastructure, Utilities & Natural Resources"
87710,NORMAL,Butwal मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। तस्वीरहरु अनुरोध गरेमा दिन्छु।,"Infrastructure, Utilities & Natural Resources"
87711,NORMAL,Chitwan बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। तस्वीरहरु अनुरोध गरेमा दिन्छु। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Infrastructure, Utilities & Natural Resources"
87712,NORMAL,Butwal बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। धेरै परिवार प्रभावित छन्।,"Infrastructure, Utilities & Natural Resources"
87713,NORMAL,Nuwakot मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। यो मुद्दा महिनौंदेखि चलेको छ। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Infrastructure, Utilities & Natural Resources"
87714,NORMAL,Kailali का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। तस्वीरहरु अनुरोध गरेमा दिन्छु।,"Infrastructure, Utilities & Natural Resources"
87715,NORMAL,Saptari का साना सडकमा रोड संकेतहरु थपिदिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87716,NORMAL,Nuwakot का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। यो मुद्दा महिनौंदेखि चलेको छ।,"Infrastructure, Utilities & Natural Resources"
87717,NORMAL,Sunsari बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87718,NORMAL,Kathmandu का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। यो मुद्दा महिनौंदेखि चलेको छ।,"Infrastructure, Utilities & Natural Resources"
87719,NORMAL,Dharan मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्।,"Infrastructure, Utilities & Natural Resources"
87720,NORMAL,Biratnagar बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87721,NORMAL,Nuwakot मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्।,"Infrastructure, Utilities & Natural Resources"
87722,NORMAL,Sindhupalchok मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। कार्यालयको छिटो कदमको आशा छ।,"Infrastructure, Utilities & Natural Resources"
87723,NORMAL,Pokhara का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। धेरै परिवार प्रभावित छन्।,"Infrastructure, Utilities & Natural Resources"
87724,NORMAL,Saptari बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Infrastructure, Utilities & Natural Resources"
87725,NORMAL,Dharan का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। धेरै परिवार प्रभावित छन्।,"Infrastructure, Utilities & Natural Resources"
87726,NORMAL,Hetauda बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। यो मुद्दा महिनौंदेखि चलेको छ।,"Infrastructure, Utilities & Natural Resources"
87727,NORMAL,Hetauda बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87728,NORMAL,Makwanpur मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। धेरै परिवार प्रभावित छन्।,"Infrastructure, Utilities & Natural Resources"
87729,NORMAL,Rautahat बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Infrastructure, Utilities & Natural Resources"
87730,NORMAL,Biratnagar मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। यो मुद्दा महिनौंदेखि चलेको छ।,"Infrastructure, Utilities & Natural Resources"
87731,NORMAL,Bhaktapur का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। कार्यालयको छिटो कदमको आशा छ।,"Infrastructure, Utilities & Natural Resources"
87732,NORMAL,Hetauda का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। धेरै परिवार प्रभावित छन्।,"Infrastructure, Utilities & Natural Resources"
87733,NORMAL,Dharan का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। तस्वीरहरु अनुरोध गरेमा दिन्छु। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Infrastructure, Utilities & Natural Resources"
87734,NORMAL,Rautahat मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्।,"Infrastructure, Utilities & Natural Resources"
87735,NORMAL,Dhangadhi का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87736,NORMAL,Dharan का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Infrastructure, Utilities & Natural Resources"
87737,NORMAL,Janakpur बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87738,NORMAL,Bhaktapur बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। कार्यालयको छिटो कदमको आशा छ।,"Infrastructure, Utilities & Natural Resources"
87739,NORMAL,Janakpur मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। तस्वीरहरु अनुरोध गरेमा दिन्छु।,"Infrastructure, Utilities & Natural Resources"
87740,NORMAL,Saptari का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Infrastructure, Utilities & Natural Resources"
87741,NORMAL,Pokhara मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। कार्यालयको छिटो कदमको आशा छ।,"Infrastructure, Utilities & Natural Resources"
87742,NORMAL,Lalitpur मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Infrastructure, Utilities & Natural Resources"
87743,NORMAL,Dharan मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। यो मुद्दा महिनौंदेखि चलेको छ।,"Infrastructure, Utilities & Natural Resources"
87744,NORMAL,Biratnagar बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। यो मुद्दा महिनौंदेखि चलेको छ।,"Infrastructure, Utilities & Natural Resources"
87745,NORMAL,Dhangadhi मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्।,"Infrastructure, Utilities & Natural Resources"
87746,NORMAL,Makwanpur बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Infrastructure, Utilities & Natural Resources"
87747,NORMAL,Butwal बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87748,NORMAL,Kailali का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। धेरै परिवार प्रभावित छन्।,"Infrastructure, Utilities & Natural Resources"
87749,NORMAL,Lalitpur बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। धेरै परिवार प्रभावित छन्।,"Infrastructure, Utilities & Natural Resources"
87750,NORMAL,Makwanpur का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Infrastructure, Utilities & Natural Resources"
87751,NORMAL,Sindhupalchok का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। यो मुद्दा महिनौंदेखि चलेको छ।,"Infrastructure, Utilities & Natural Resources"
87752,NORMAL,Janakpur बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Infrastructure, Utilities & Natural Resources"
87753,NORMAL,Dhangadhi का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। तस्वीरहरु अनुरोध गरेमा दिन्छु।,"Infrastructure, Utilities & Natural Resources"
87754,NORMAL,Makwanpur मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्।,"Infrastructure, Utilities & Natural Resources"
87755,NORMAL,Kathmandu का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Infrastructure, Utilities & Natural Resources"
87756,NORMAL,Kathmandu का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। धेरै परिवार प्रभावित छन्।,"Infrastructure, Utilities & Natural Resources"
87757,NORMAL,Dhangadhi बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। यो मुद्दा महिनौंदेखि चलेको छ।,"Infrastructure, Utilities & Natural Resources"
87758,NORMAL,Nuwakot का साना सडकमा रोड संकेतहरु थपिदिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87759,NORMAL,Chitwan बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। यो मुद्दा महिनौंदेखि चलेको छ।,"Infrastructure, Utilities & Natural Resources"
87760,NORMAL,Saptari बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। कार्यालयको छिटो कदमको आशा छ।,"Infrastructure, Utilities & Natural Resources"
87761,NORMAL,Saptari मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। धेरै परिवार प्रभावित छन्।,"Infrastructure, Utilities & Natural Resources"
87762,NORMAL,Sindhupalchok का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87763,NORMAL,Nuwakot का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87764,NORMAL,Sindhupalchok मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। यो मुद्दा महिनौंदेखि चलेको छ। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Infrastructure, Utilities & Natural Resources"
87765,NORMAL,Butwal मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्।,"Infrastructure, Utilities & Natural Resources"
87766,NORMAL,Sindhupalchok मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। धेरै परिवार प्रभावित छन्।,"Infrastructure, Utilities & Natural Resources"
87767,NORMAL,Kathmandu बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। तस्वीरहरु अनुरोध गरेमा दिन्छु।,"Infrastructure, Utilities & Natural Resources"
87768,NORMAL,Kathmandu मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। धेरै परिवार प्रभावित छन्।,"Infrastructure, Utilities & Natural Resources"
87769,NORMAL,Biratnagar मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Infrastructure, Utilities & Natural Resources"
87770,NORMAL,Mahottari का साना सडकमा रोड संकेतहरु थपिदिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87771,NORMAL,Kailali का साना सडकमा रोड संकेतहरु थपिदिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87772,NORMAL,Lalitpur बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87773,NORMAL,Kathmandu मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। तस्वीरहरु अनुरोध गरेमा दिन्छु। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Infrastructure, Utilities & Natural Resources"
87774,NORMAL,Lalitpur बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87775,NORMAL,Dhangadhi बजार नजिक साइकल राख्ने ठाउँ बनाइदिनुहोस्। कार्यालयको छिटो कदमको आशा छ।,"Infrastructure, Utilities & Natural Resources"
87776,NORMAL,Kailali मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। मैले स्थानीय कार्यालयलाई धेरै पटक सम्पर्क गरें तर सार्थक कदम भएको छैन।,"Infrastructure, Utilities & Natural Resources"
87777,NORMAL,Butwal का साना सडकमा रोड संकेतहरु थपिदिनुहोस्। धेरै परिवार प्रभावित छन्।,"Infrastructure, Utilities & Natural Resources"
87778,HIGHLY URGENT,"Kailali को स्वास्थ्य चौकीमा अक्सिजन उपलब्ध छैन, हाल बिरामीहरूको अवस्था नाजुक छ। तत्काल औषधि र उपकरण पठाउन अनुरोध छ।","Education, Health & Social Welfare"
87779,URGENT,Local residents report fewer police patrols at night in Sunsari. Requesting increased presence to prevent petty theft.,Security & Law Enforcement
87780,NORMAL,Can the police consider a community awareness program on cyber fraud in Dharan?,Security & Law Enforcement
87781,URGENT,"Mahottari को मुख्य सडकमा प्वाल परेका छन् जसले सवारी साधन बिगारिरहेको छ, चाँडै टुक्रा भरिदिनुहोस्। कार्यालयको छिटो कदमको आशा छ।","Infrastructure, Utilities & Natural Resources"
87782,HIGHLY URGENT,Power substation fire in Biratnagar has cut electricity for thousands; restore power and investigate safety immediately.,"Infrastructure, Utilities & Natural Resources"
87783,NORMAL,Suggestion: set up a public bicycle parking area near Bhaktapur market. Waiting for urgent action from the office. I have contacted the local office multiple times but no effective action yet.,"Infrastructure, Utilities & Natural Resources"
87784,URGENT,Reports of illegal construction without permit near the municipal office in Sunsari. Please investigate.,Security & Law Enforcement
87785,HIGHLY URGENT,The main bridge connecting Chitwan to the highway has collapsed after heavy rains; vehicles and people are stranded. Immediate rescue and reconstruction needed.,"Infrastructure, Utilities & Natural Resources"
87786,NORMAL,Please repaint the zebra crossing near the Kailali health post for pedestrian safety.,Municipal Governance & Community Services
87787,URGENT,"Several teachers in Chitwan school are on leave without replacements, affecting classes. Please arrange substitute teachers soon. Please respond within 24 hours. I have contacted the local office multiple times but no effective action yet.","Education, Health & Social Welfare"
87788,URGENT,"Rautahat स्वास्थ्य केन्द्रमा खोप तालिका बारम्बार स्थगित भैरहेको छ, कृपया पुनः तालिका तय गरिदिनुहोस्।","Education, Health & Social Welfare"
87789,HIGHLY URGENT,"Massive gang activity is threatening traders in Bardiya, with extortion and assaults reported. This is a public safety emergency and requires immediate action from the Water Supply Authority.",Security & Law Enforcement
87790,NORMAL,Makwanpur का साना सडकमा रोड संकेतहरु थपिदिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87791,NORMAL,Request for community sports ground maintenance in Dharan. Please respond within 24 hours.,Municipal Governance & Community Services
87792,URGENT,Mahottari बस स्टेशन नजिक पकेटमारहरूको क्रियाकलाप बढेको छ। नियमित गस्ती आवश्यक छ। तस्वीरहरु अनुरोध गरेमा दिन्छु।,Security & Law Enforcement
87793,URGENT,Vaccination schedule at Makwanpur health center has been repeatedly postponed leading to missed doses. Request rescheduling and communication.,"Education, Health & Social Welfare"
87794,HIGHLY URGENT,"Makwanpur मा भारी वर्षापछि ढल निकास भरिएर घरहरू पानीले बगाइरहेको छ, स्वास्थ्य जोखिम छ। तात्कालिक सफाइ र क्षतिपूर्तिको व्यवस्था गर्नुहोस्।",Municipal Governance & Community Services
87795,NORMAL,Can tree trimming be scheduled to prevent branches from hitting power lines in Hetauda?,"Infrastructure, Utilities & Natural Resources"
87796,HIGHLY URGENT,There is a large cholera-like outbreak in Janakpur ward. Many are falling sick and urgent public health measures are needed. I have contacted the local office multiple times but no effective action yet.,"Education, Health & Social Welfare"
87797,NORMAL,Requesting clearer road signage on secondary streets in Mahottari to assist drivers.,"Infrastructure, Utilities & Natural Resources"
87798,NORMAL,Chitwan का साना सडकमा रोड संकेतहरु थपिदिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87799,URGENT,"Saptari मा बारम्बार बिजुली जाने समस्याले व्यवसाय प्रभावित हुन्छ, कृपया जाँच गर्नुहोस्।","Infrastructure, Utilities & Natural Resources"
87800,NORMAL,Hetauda मा रुख छाँट्ने काम गरेर बिजुली लाइनलाई असर नपुगोस्। यो मुद्दा महिनौंदेखि चलेको छ।,"Infrastructure, Utilities & Natural Resources"
87801,NORMAL,Requesting clearer road signage on secondary streets in Biratnagar to assist drivers.,"Infrastructure, Utilities & Natural Resources"
87802,URGENT,"Kathmandu को मुख्य सडकमा प्वाल परेका छन् जसले सवारी साधन बिगारिरहेको छ, चाँडै टुक्रा भरिदिनुहोस्।","Infrastructure, Utilities & Natural Resources"
87803,HIGHLY URGENT,Power substation fire in Janakpur has cut electricity for thousands; restore power and investigate safety immediately.,"Infrastructure, Utilities & Natural Resources"
87804,HIGHLY URGENT,There is a large cholera-like outbreak in Chitwan ward. Many are falling sick and urgent public health measures are needed. Waiting for urgent action from the office.,"Education, Health & Social Welfare"
87805,URGENT,Waste collection in Makwanpur has been skipped repeatedly leading to health concerns. Request scheduling fix.,Municipal Governance & Community Services
87806,HIGHLY URGENT,The main bridge connecting Chitwan to the highway has collapsed after heavy rains; vehicles and people are stranded. Immediate rescue and reconstruction needed. Please respond within 24 hours. I have contacted the local office multiple times but no effective action yet.,"Infrastructure, Utilities & Natural Resources"
87807,HIGHLY URGENT,The local health post in Nuwakot has no functioning oxygen cylinder during a recent respiratory outbreak; patients are at severe risk. Immediate medical supply required.,"Education, Health & Social Welfare"
87808,URGENT,"Dharan को मुख्य सडकमा प्वाल परेका छन् जसले सवारी साधन बिगारिरहेको छ, चाँडै टुक्रा भरिदिनुहोस्।","Infrastructure, Utilities & Natural Resources"
87809,NORMAL,Nuwakot का साना सडकमा रोड संकेतहरु थपिदिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87810,URGENT,"Bhaktapur को मुख्य सडकमा प्वाल परेका छन् जसले सवारी साधन बिगारिरहेको छ, चाँडै टुक्रा भरिदिनुहोस्।","Infrastructure, Utilities & Natural Resources"
87811,NORMAL,Saptari को खेलमैदान मर्मत गरिदिनुहोस्। धेरै परिवार प्रभावित छन्।,Municipal Governance & Community Services
87812,NORMAL,Pokhara स्वास्थ्य चौकी नजिक रहेको जेब्रा क्रसिङ पेन्ट गरिदिनुहोस्। यो मुद्दा महिनौंदेखि चलेको छ।,Municipal Governance & Community Services
87813,NORMAL,Lalitpur का लागि साइबर ठगी सम्बन्धी जनचेतना कार्यक्रम गरिदिनुहोला? धेरै परिवार प्रभावित छन्।,Security & Law Enforcement
87814,URGENT,Reports of illegal construction without permit near the municipal office in Lalitpur. Please investigate. This has been ongoing for months.,Security & Law Enforcement
87815,URGENT,There has been a rise in pickpocketing near Lalitpur bus stop. Regular patrols would help deter criminals. Waiting for urgent action from the office. I have contacted the local office multiple times but no effective action yet.,Security & Law Enforcement
87816,URGENT,"Bhaktapur नजिक पानी पाइप फुटेको छ र आपूर्ति घटेको छ, छिटो मर्मत गरिदिनुहोस्।","Infrastructure, Utilities & Natural Resources"
87817,URGENT,Makwanpur बस स्टेशन नजिक पकेटमारहरूको क्रियाकलाप बढेको छ। नियमित गस्ती आवश्यक छ।,Security & Law Enforcement
87818,HIGHLY URGENT,"Illegal armed groups have set up camps by the Kathmandu riverbank, endangering residents. Immediate intervention and patrols are requested.",Security & Law Enforcement
87819,URGENT,Streetlights on the main road of Makwanpur have been out for two weeks; pedestrians face danger. Please repair soon. I have contacted the local office multiple times but no effective action yet.,Municipal Governance & Community Services
87820,HIGHLY URGENT,"Pokhara नदी किनारामा अवैधानिक रूपमा हतियारसहित समूह बसेको छ, स्थानीय बासिन्दामाथि ठूलो खतरा छ। तत्काल हस्तक्षेप आवश्यक छ।",Security & Law Enforcement
87821,URGENT,"Bhaktapur स्कुलमा शिक्षकहरू अनुपस्थित छन् र प्रतिस्थापन छैन, कृपया छिट्टै व्यवस्था गरिदिनुहोस्।","Education, Health & Social Welfare"
87822,NORMAL,Bhaktapur का साना सडकमा रोड संकेतहरु थपिदिनुहोस्।,"Infrastructure, Utilities & Natural Resources"
87823,NORMAL,कृपया नगरपालिका सूचना पाटी हप्तावारी अपडेट गरिदिनुहोस्। कृपया २४ घण्टाभित्र जवाफ दिनुहोस्।,Municipal Governance & Community Services
87824,NORMAL,Requesting better street lighting near Dhangadhi to improve safety during evenings.,Security & Law Enforcement
87825,NORMAL,Can the police consider a community awareness program on cyber fraud in Sunsari?,Security & Law Enforcement
87826,HIGHLY URGENT,"Nuwakot वार्डमा संक्रामक रोग फैलिएको छ, जनस्वास्थ्य कदमहरू तुरुन्त आवश्यक छन्। तस्वीरहरु अनुरोध गरेमा दिन्छु।","Education, Health & Social Welfare"
87827,HIGHLY URGENT,There is a large cholera-like outbreak in Makwanpur ward. Many are falling sick and urgent public health measures are needed. I have contacted the local office multiple times but no effective action yet.,"Education, Health & Social Welfare"
87828,NORMAL,Mahottari को खेलमैदान मर्मत गरिदिनुहोस्।,Municipal Governance & Community Services
87829,HIGHLY URGENT,There is a large cholera-like outbreak in Dhangadhi ward. Many are falling sick and urgent public health measures are needed. Photos available upon request.,"Education, Health & Social Welfare"
87830,URGENT,"Butwal को मुख्य सडकमा प्वाल परेका छन् जसले सवारी साधन बिगारिरहेको छ, चाँडै टुक्रा भरिदिनुहोस्। धेरै परिवार प्रभावित छन्।","Infrastructure, Utilities & Natural Resources"
87831,HIGHLY URGENT,"Illegal armed groups have set up camps by the Bardiya riverbank, endangering residents. Immediate intervention and patrols are requested.",Security & Law Enforcement
87832,NORMAL,Requesting better street lighting near Kathmandu to improve safety during evenings. Please respond within 24 hours.,Security & Law Enforcement
87833,NORMAL,सुझाव: Makwanpur स्कुलको पुस्तकालयको समय लम्ब्याइदिनुहोस् ताकि विद्यार्थीहरू पढ्न सकून्।,"Education, Health & Social Welfare"
